Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,SalePrice,0,1,2,3,4,9,11,15,18,19,20,22,24,25,28,32,33,43,44,53,57,60,71,73,78,85,95
219,50,0.0,15660,7,9,1939,2006,312.0,341,457,798,1137,817,1954,0,1,1,3,1,8,2,2,431,0,119,150,0,0,311500,0.42903458618383244,-0.3799826189575145,-0.6969928905159563,0.7558829753353697,0.15051047752060748,0.46903480597870867,0.39477427573190255,1.009560057443089,0.31886990361857576,-0.20038722613392396,0.5575898564348916,-0.02740107600121124,-0.10311387757411668,0.01728964918548384,0.890264924998639,0.22695910514137188,0.08342705327083079,-0.011962789210137655,-0.5686843058150018,0.1152966227924483,0.14245812957216983,-0.11287263558075925,0.15527663646521497,-0.1037001793031986,0.006132646885042431,0.08938240116009077,0.04822972474206188
220,120,43.0,3010,7,5,2005,2006,16.0,16,1232,1248,1248,0,1248,0,2,0,2,1,5,0,2,438,108,0,0,0,0,167240,2.5441877341096673,-0.058642017970296195,1.0769028278329242,-0.9395211140910563,-0.19828222349529273,0.4780669629001361,0.051620649390287966,0.4326350562393934,0.15651067591778414,0.184198295171645,-0.4255767625018924,0.3395471175319173,-0.07539760238732257,-0.22115086757441174,-0.25928591332395917,0.4244742551186089,0.10407475291176355,0.03861088734679247,-0.31259190121698704,0.14629730792483045,0.10732084300466649,-0.08818514619271157,0.040524124133692,0.1186922218451998,0.04818114595844028,0.006061962072635267,-0.0653063044682998
221,20,73.0,8990,7,5,2006,2006,0.0,0,1498,1498,1498,0,1498,0,2,0,2,1,5,0,2,675,351,33,0,0,0,204900,2.303231546043459,0.2178534124580538,0.32331923098224197,0.6217762139423504,-1.3807477709993032,0.38447085779397777,0.45116879497526813,-0.12579866109357626,0.5469491968684687,0.2429350494247526,-0.21135651747622555,0.4179644450172021,0.06771717611583032,-0.04146469823148442,-0.3024783477057899,-0.24600248802274563,-0.29892507688840647,-0.08709914346936176,-0.09143416659344755,0.1178798382506391,-0.16453673542985742,0.07384214523577778,0.08312493608395208,-0.03180811845068668,0.03635282900737963,0.006383071372587296,-0.050091398066723254
222,60,0.0,8068,6,5,2002,2002,0.0,0,1010,1010,1010,1257,2267,0,2,1,4,1,8,1,2,390,120,46,0,0,0,200000,2.020277676354103,0.7233786311379113,-1.2438318450983354,0.48662761953202194,-0.2788726137413317,-0.46480255513484386,0.31731343384670463,-0.01665948617853391,0.20544542279574984,0.3400590841336275,-0.3697561607060109,0.0464270165017964,0.00327622864001989,0.09663344375752456,-0.032975582507259696,-0.10943365724894683,-0.44925741420620663,-0.3576809795725022,0.1234539010415126,-0.025346280595781163,0.25127621424589575,0.010268586488942341,0.008427385585405059,-0.02560969651415302,-0.24971335826675434,-0.06784906584384941,0.036235681574932094
223,60,85.0,11475,6,6,1975,1975,0.0,550,163,713,811,741,1552,1,2,1,3,1,6,1,2,434,209,208,0,0,0,179900,-0.5120731381407384,-0.647376308526193,-1.1323327105915446,-0.8731571201190661,-0.6916202230046476,-0.7270391906675667,-0.2646951863803514,0.14628388807250117,0.2891925122987074,-0.3989403815629086,0.44660631091266334,-0.4436305564854881,0.32738154649609785,-0.34323964831369247,0.028642485360939992,0.3297729559051232,-0.10974028028196593,0.4796534542446021,-0.19396905037233864,-0.016613310004994733,-0.01684079928408212,-0.09056587328682258,-0.1513645728652377,0.07946636989240423,-0.037784275360135365,0.06475512244022803,0.017216535280950032
224,20,70.0,10500,4,6,1971,1971,0.0,524,160,864,864,0,864,0,1,0,2,1,4,0,2,576,216,0,0,0,0,97000,-1.5547807840583452,-0.26206100342456046,-0.008978068129222293,-0.06628654208634237,-0.34225960561128904,0.9720906276997573,-0.920711122982306,-0.08854331906364037,0.16519135979079086,0.10624050866530446,-0.8870135049193388,-0.25605875396156297,-0.3041136368472796,0.179421616889757,0.08281166607903262,0.05383964540871316,-0.2882759731584955,0.20343455846185332,0.04423677795696844,-0.03725220944649626,-0.3293594718169366,-0.2385135375360267,-0.034255213560313684,0.30386304368740297,-0.267387874236215,0.059045899114581794,0.04858592306249124
225,20,103.0,13472,10,5,2003,2003,922.0,56,2336,2392,2392,0,2392,0,2,0,3,1,8,1,3,968,248,105,0,0,0,386250,1.7540466784706792,-0.5210932049707929,1.8391133909151336,-0.25982432778507164,0.7080037661723587,-0.35672961993596697,0.09859438792458901,-0.22306186138029838,0.15092098204832582,-0.3718423270350934,0.1405660533416236,-0.22512760472405025,0.2170245888179134,0.6987849759163394,0.05681189647126322,-0.10643672581017526,-0.26084503955432287,0.7061533011765261,-0.30920787736117866,0.006826267118495219,0.20968681727236138,0.18812301387903402,-0.05352986721660113,0.08562453664914677,-0.19492768080979522,0.1893265238883997,0.033574910756363825
226,160,21.0,1680,5,5,1971,1971,142.0,0,630,630,630,672,1302,0,2,1,3,1,6,0,1,280,0,0,0,0,0,112000,-1.273798307487946,0.6025916268922327,-0.23361517418139893,-1.2486679371189364,1.6073688149154648,1.1370921494973298,0.18743635836690645,0.19914869434169527,0.36309994102540477,0.2421773900712068,-0.21520968829691428,-0.1409695220369387,-0.5950317451250196,-0.08698505062215343,-0.11640429920529534,0.040978381149942525,-0.3639381994072012,0.013850280422846107,0.4961549433555355,-0.35341916354723935,0.1540677843434676,0.5451078136369881,0.05689608728982118,-0.12690221242729638,0.048936667549447886,0.02702794486994166,-0.29173703695464825
227,60,82.0,9950,7,5,1995,1995,290.0,565,638,1203,1214,1306,2520,0,2,1,4,1,9,1,3,721,224,114,0,0,0,290000,2.4124671091929617,-0.2869895836762411,-0.9969007573802446,-0.22934412327363748,0.22642391857390146,-0.10382958297437944,0.8413207930197258,-0.07557724550876853,0.822648581041467,-0.5627892712649153,-0.3105318260632343,-0.060405797963226496,-0.003646525531116777,0.0896627078492251,0.128469106133031,0.022707294735557024,-0.36110391714189694,-0.048199458559921284,0.17199003367941068,-0.15579450543920575,0.025704438658834042,-0.029570579010929722,-0.1138808292224464,0.012058289721410041,0.21511447955270435,0.22676752193196723,-0.13543832712160447
228,160,21.0,1869,6,6,1970,1970,127.0,321,162,483,483,504,987,0,1,1,2,1,5,0,1,280,0,0,0,0,0,106000,-1.4122657091836903,0.29696620464251944,-0.5981590478257355,-1.4154411800796973,1.5038459097562307,0.6654546660071454,0.2376557468936138,0.10278136365834703,-0.1109155970569157,0.015553556639986126,-0.08349936287668258,-0.2643050112867683,-0.5343312856400131,-0.08049295422960549,0.10155233297185977,-0.09704156082023367,0.06264418244587201,0.06882710370612924,0.2904750154415133,-0.15394853264310066,-0.10364274035605109,0.3079977135354681,0.2131670682880094,-0.2505509134184484,0.11888373173884105,0.005641680474963893,-0.28467436286116404
229,20,70.0,8521,5,5,1967,1967,0.0,842,70,912,912,0,912,0,1,0,3,1,5,1,1,336,0,0,0,0,0,125000,-2.1572764039101884,-0.5460431724647506,-0.2346190871216789,-0.10173806821647281,-0.31944097265577387,0.913264012210986,-0.8686322854333686,0.10719984018717589,-0.05782440362788015,0.17109573086048926,0.3393745284211072,-0.36644928932740356,0.5444299059529465,-0.3518564909800742,-0.19694202849294334,0.056409427068575796,0.25620719585601837,0.46060222629612496,-0.016577498401225063,-0.02551089487925297,0.09569471285613484,0.06591357067245981,-0.10021380422824783,0.24182493716910608,-0.14971392545413034,0.07701638732770183,-0.0010378517781854891
230,120,43.0,3182,7,5,2005,2006,16.0,16,1357,1373,1555,0,1555,0,2,0,2,1,7,1,2,430,143,20,0,0,0,192500,2.3268633100458667,-0.2767425629298322,0.10453872882847932,-1.1145155171110628,-0.20518208679559227,0.160799745635945,0.21659942784310166,0.42018303553417413,-0.27695989929914994,0.3880003054562325,-0.2765157838207055,0.2867714190925434,0.1481829484611772,0.15085254728735426,-0.09040241000089276,0.32799418435498745,-0.1386512619790064,0.12120299816445358,-0.25140568552379156,0.0998941148381144,0.10166028787867916,-0.12801802893408012,-0.04140523916497702,0.05037714146953169,0.02989531217953066,0.04412103578602225,-0.015374492324583666
231,20,73.0,8760,6,6,1959,1959,220.0,0,1194,1194,1194,0,1194,1,1,0,3,1,6,0,1,312,0,0,120,0,0,148000,-1.3398719722237773,-1.2472274004403083,0.8750199363743519,-0.9913167232374036,0.43252339126176215,-0.004339572508258781,0.8463741545529969,-0.6911393535441827,-0.46523107678141334,-0.0003994785004833006,0.07428047939004727,0.17194827077907196,-0.15091938336189742,0.15221763122548526,-0.3011183687161958,-0.08474342477212818,-0.26435236275526375,0.026460438386237,-0.03335174759134558,-0.027421110317331732,0.0635140692018365,-0.09189626630753066,0.1200140076332824,0.0012405406968596829,-0.00822863433807079,-0.018960589638346327,-0.003061457178516313
232,60,174.0,15138,8,5,1995,1996,506.0,689,773,1462,1490,1304,2794,1,2,1,4,1,9,1,3,810,0,146,202,0,0,403000,2.240164270897276,-0.27083546963527766,-0.8132112712558427,0.039886581882940746,0.7732562121649954,-0.7175454177768058,0.5287504897322088,0.09675490649010884,0.24305547178937845,-0.31775515445436414,-0.08473542089233126,0.25299190878015926,0.21754782713112167,0.13071685785088508,0.46836474817703483,-0.1992749935996246,-0.11592297734001036,0.05735646905941993,-0.4150051923018059,-0.05831904904958103,0.05748397311531807,0.3382643936858486,-0.16852069187374089,-0.13058517204611877,0.16643096988613196,0.10664588273637735,-0.09837754233291979
233,160,21.0,1680,6,5,1972,1972,297.0,0,483,483,483,504,987,0,1,1,2,1,5,1,1,288,0,0,0,0,0,94500,-1.5482963998918866,-0.26642667449922264,-0.5837026038384726,-1.488602423261765,1.2881407917649368,0.4296885582676993,0.08904355987788291,0.4607357442092452,-0.2732106463154766,0.2256887864033083,0.24485771618761892,0.3743554531340718,-0.32934919877146346,0.1564822829434958,0.07645651440079829,0.06607953954983245,-0.2346501062600557,-0.07008497538076278,0.059511137405164324,-0.06960338707647884,-0.02052900931606257,0.1483884886405894,0.1763067154777376,-0.2399264457737375,0.15240502689564295,-0.05135119738304592,-0.3583881721535316
234,20,75.0,10650,5,6,1976,1976,0.0,182,0,894,894,0,894,1,1,0,3,1,5,0,1,308,365,0,0,0,0,128200,-1.6460373159315942,-1.1186149189335979,-0.07674911360584613,0.09428648777676486,-0.7362464226809141,1.0303711131461046,-1.1117306142523078,-0.1573799086749483,-0.2937328217590335,0.08073808508284835,0.43361632518257204,0.9412058973914336,-0.11591202946104529,0.2657071002577131,0.1473183743130425,-0.008900540377684948,0.43737549260401937,-0.17031255382250382,-0.10434099115378198,-0.07596804220253706,0.6647537058587204,-0.48617827591144835,-0.2290206513529856,-0.04456318814820394,-0.08743896903818915,0.28358365472856356,-0.0508670116640877
235,60,0.0,7851,6,5,2002,2002,0.0,625,235,860,860,1100,1960,1,2,1,4,1,8,2,2,440,288,48,0,0,0,216500,2.1024315742040116,0.6253875761370506,-0.7725824800959198,-0.5898660304721705,0.3381199742127123,-0.7369295828036135,-0.42127212711573686,0.23873176923923603,-0.1340042110013388,-0.08395633903497295,-0.3535943809099485,-0.19365927099816327,0.0021026815893821125,-0.06941970961063255,-0.002313075982907258,-0.38127438695809285,-0.24106050451559327,-0.38096346760854394,0.21870616816488717,0.07954774381836101,0.13022799579274863,-0.18341928497716858,0.1550459090893971,-0.0062455809280191985,-0.2296622913750502,-0.052489711143274324,0.06393472833691628
236,160,21.0,1680,6,3,1971,1971,604.0,358,125,483,483,504,987,0,1,1,2,1,5,0,1,264,0,0,0,0,0,89500,-1.8302615256697405,-0.0780522665122734,-0.5625297517397532,-1.4960915706252094,1.3425546024498531,0.5375979325949344,0.0614955901602681,0.656004811306222,-0.07986165509710118,0.4168502174086579,-0.06389183112880512,-0.11995942125915829,-0.4299131058216558,0.2743734811459494,-0.02474999405093302,0.24175716236674846,-0.19317699236464667,0.0769944573014157,-0.16090947521001675,-0.020488846003222674,-0.17872575880168348,-0.20215639805515045,0.08914640125268587,0.03047495938082709,-0.11037791729769561,-0.08973785739333467,0.017473018837655948
237,20,65.0,8773,7,5,2004,2004,98.0,24,1390,1414,1414,0,1414,0,2,0,3,1,6,0,2,494,132,105,0,0,0,185500,2.3025914075640728,-0.3573683659571969,0.003347206291296866,-0.7641304628654039,-0.8467380364828404,0.8676127659167034,0.32172939261496203,-0.533945525077826,-0.13227631058297984,0.10476790674316294,0.023954656660317018,-0.04580040478505441,0.13671589058448463,0.018839305486369102,0.13183113672987967,-0.018796148064886636,0.27198111373451767,0.26285507120617435,0.11685434897870295,-0.02812733936015276,0.004892415424963385,0.011870615498374822,-0.07540032161967189,0.2603940206055211,-0.3195136871803176,-0.06999585462207066,0.03251388908657031
238,60,0.0,9453,7,7,1993,2003,0.0,402,594,996,1014,730,1744,0,2,1,3,1,7,0,2,457,370,70,0,0,0,194500,1.438814335003706,-0.33210943374249036,-1.6143775912479215,0.6317717028300533,0.08969378560015889,0.4306570750469432,-0.4670539874461058,-0.2474575355937111,0.05128422412165944,-0.08266481441592778,0.1625239189106147,0.4107346123587428,0.3544051995328495,-0.43659854551442534,-0.07772505292452801,-0.09768356248724161,0.37975479524443556,0.45781400095708485,0.4779711354802955,-0.22858191746738166,-0.07692083081353372,0.13871094088281619,0.12543436818407855,0.08606327712221054,-0.13253139061508964,-0.0502806097645839,0.018389682088359165
239,20,93.0,12030,8,5,2007,2007,254.0,0,1694,1694,1694,0,1694,0,2,0,3,1,7,0,3,818,168,228,0,0,0,318000,1.9059451056003263,0.06163355200394289,2.0886144779311184,-0.23627514377379627,0.6240673922554896,0.3235606769272697,-0.11962318149406292,0.21629111415173258,0.4624326509238684,-0.022114668170733938,-0.046444033566200485,0.04155780896591279,-0.030496565946480474,0.5182440084425971,-0.38170747479262873,0.3767879358514845,0.04084693558402941,0.30707254558579633,-0.2387720588796986,0.09433042057892195,0.09397270116780543,-0.028117276961998255,-0.028836093918408138,0.11560276628021117,0.010100640728690088,0.3259042765879062,-0.061173475223467944
240,50,52.0,8741,6,4,1945,1950,0.0,94,641,735,798,689,1487,0,1,1,3,1,7,1,1,220,0,140,0,0,0,113000,-1.7102436718753555,0.5725602160802047,0.2925489721539009,-0.12551533972477258,-0.6614579832679316,-0.588585804771676,-0.05276856470301892,0.05565302703632705,-0.6478753548548916,-0.5236025708031962,0.48098905355423777,0.17548247328762934,0.07448884418908432,-0.43854552345528636,0.4665249838109615,0.7173865116390888,0.33063720516914746,0.11462308725332537,-0.2929571379630565,-0.44331856415716575,0.3222840803518062,-0.34775365630390087,0.1894968086333574,-0.23905146742248665,0.1837937728320367,-0.06824459235930234,0.01938149172279042
241,20,75.0,9000,8,5,2008,2008,36.0,1078,488,1566,1566,0,1566,1,2,0,3,1,7,0,2,750,144,168,0,0,0,262500,2.2468259770039505,0.23665304242062093,0.3219294850433101,-1.0133368460159122,-0.9396424154747757,0.3342739323828345,0.21719154757658818,-0.06348355486852852,0.10856092626378452,-0.048453502093839175,-0.28412333900852804,0.022806665625580192,0.26183874619217506,-0.05836598915984494,0.20034130528186073,-0.4072854902568479,0.6253046877861765,0.0017195026100696178,0.042685121173842044,0.013023766073041392,0.21335039171564657,-0.04887323300269318,0.049221285117454806,0.010342791929964153,-0.07868243317114813,0.1150820679349829,-0.0071343281783064925
242,30,40.0,3880,5,9,1945,1997,0.0,329,357,686,866,0,866,0,1,0,2,1,4,0,0,0,58,42,0,0,0,110500,-0.7652216230042571,0.873263536899608,0.13338763161647055,-0.4110906518091405,-0.8956733647068947,0.0713569665247317,0.5058574815675848,2.045643627384413,0.20901234939277819,-0.1594809423094023,-0.11495127176898542,-1.0304239461132982,-0.48277007162876373,0.16509998378917912,-0.26795296624410914,0.06631196688499492,-0.2501747356893861,0.01897021956503094,0.10979047927071851,0.043132552665524376,-0.051460118537940226,-0.016505286022162363,0.04890034496264136,-0.007211394982155788,-0.021970944585583,0.029383324282834015,0.07652090795721697
243,50,63.0,5000,5,4,1900,1950,0.0,0,540,540,889,551,1440,0,1,0,3,1,6,0,1,352,0,0,77,0,0,79000,-1.965580032888507,1.5220954109318583,-0.1471074486551031,0.4875403602957886,0.0006550168051043431,0.7169656135948252,-0.1749714138825096,-0.1404574810097036,0.012609107308246654,-0.43979735200179715,-0.6028752978712592,0.5292175222555482,0.2884731129278935,0.14631806339191822,0.5973524137384839,0.508733561582196,-0.16596573012764418,-0.050868155732815376,0.12082170637326548,0.5758253498594051,-0.10613843587834379,-0.048099592206130054,-0.32359287029469935,-0.1216132625624219,-0.29939121459114915,0.13647473929127515,0.09231546297546193
244,160,75.0,10762,6,6,1980,1980,0.0,0,626,626,626,591,1217,0,1,1,3,1,6,1,1,288,0,28,0,0,0,120000,-0.3205659098823308,-0.31268078467915666,-1.498831605982904,-0.517134510703471,0.06497819717575057,0.6570133704400544,-0.6099205470370106,-0.42092390776313754,-0.20894228507133353,0.14549786907556814,0.42169674733789425,-0.7450434234027122,0.037383638774508184,0.22363399508996648,0.31419673223182526,0.2171662769915594,-0.0701114514952014,-0.001479521403954173,-0.22104105915180502,0.022096424481948807,-0.17257670773317624,-0.2534413782246591,0.18692488650335054,0.16352110146832127,-0.003595252660671238,-0.11143047705385808,-0.1408271478586176
245,60,0.0,8880,7,5,1994,2002,0.0,695,253,948,1222,888,2110,1,2,1,3,1,8,2,2,463,0,130,0,0,0,205000,2.1495477643677625,0.17831369212934792,-1.0873095309417862,0.11367817188004928,-0.6401242525756062,-0.5157209399013806,0.28413107570205054,-0.07518112971210118,0.20205163971918255,-0.594955786730807,-0.10160705004727737,-0.07554258199696151,0.10675726160785934,-0.08180690638753838,0.11389371598621463,0.07563514031089956,-0.011053061463348675,-0.12981591462601683,-0.0282863324408775,-0.157654546471038,0.010568914985511768,0.08692441593652654,0.27606938660840047,0.1701752478156277,0.03762026444835751,-0.023915362887620653,-0.1425490870731803
246,20,80.0,10400,7,5,1988,1988,102.0,929,916,1845,1872,0,1872,0,2,0,3,1,6,1,2,604,197,39,0,0,0,241500,0.054025013184953716,-0.9585394445340699,-0.13336319284070738,-0.6286732558062761,0.18635424452363006,-0.1631195005167587,0.002184828089989591,-0.620735226831219,0.31272781567483626,0.15188118376469914,-0.6664438564695637,-0.05781836894498312,0.15288216259810464,-0.49692510264253587,0.0742842350473191,0.01703102908721653,0.4202186565441085,0.05082589987083325,0.12293071739535227,0.019364118523598605,0.11712370341804178,0.044987220575661055,0.04346968536425066,0.044166997806956945,0.07090292499898439,0.15816980290785337,-0.13407540488710323
